0,0.05689,0.12065,0.11556,0.084633,-0.12158,-0.0038441,-0.01338,0.011472,0.034929,-0.010226,-0.087938,0.0082691,0.1541,0.010082,0.018346,0.031654,0.093144,0.076215,0.1257,0.028861,-0.032671,0.11925,0.12672,0.027177,0.026642
0.05689,0,0.027489,0.032367,0.0064718,-0.049069,-0.045781,0.11231,-0.090938,0.033102,-0.032768,-0.03646,0.014496,0.04778,0.018367,0.014563,0.042283,0.018415,0.021847,0.030203,0.012032,0.040199,0.036602,0.042589,0.0024244,0.054027
0.12065,0.027489,0,0.97617,0.67969,-0.92787,0.020665,0.065111,-0.062,0.045497,-0.082445,0.0066562,-0.074855,0.93173,-0.067142,-0.020242,-0.0071365,0.78141,0.78016,0.97085,-0.01666,0.022207,0.96948,0.97044,0.033083,-0.036618
0.11556,0.032367,0.97617,0,0.68905,-0.92815,0.027966,0.05388,-0.061259,0.032442,-0.071031,0.014821,-0.074095,0.93145,-0.046086,-0.023168,0.0013395,0.79126,0.78986,0.97291,-0.01662,0.025972,0.96812,0.97395,0.015568,-0.030631
0.084633,0.0064718,0.67969,0.68905,0,-0.53847,0.0033437,0.11469,-0.062881,0.031744,-0.12983,0.0062843,-0.16489,0.60257,-0.066694,-0.023689,-0.012668,0.87068,0.87193,0.69623,-0.084382,-0.017432,0.63605,0.64431,0.051292,0.012673
-0.12158,-0.049069,-0.92787,-0.92815,-0.53847,0,-0.03928,-0.040712,0.064661,-0.030043,0.084438,-0.0028589,0.058425,-0.92126,0.051578,0.015035,0.0040239,-0.63407,-0.62806,-0.92844,0.0019531,-0.035269,-0.95108,-0.95096,-0.030338,0.045198
-0.0038441,-0.045781,0.020665,0.027966,0.0033437,-0.03928,0,-0.17783,-0.033139,0.0070795,0.012743,0.024079,-0.011196,0.034886,0.027138,-0.0068444,0.015685,0.0069721,0.01066,0.019998,0.038542,-0.060662,0.03617,0.041154,-0.034304,0.02144
-0.01338,0.11231,0.065111,0.05388,0.11469,-0.040712,-0.17783,0,0.048051,-0.0091349,0.0039155,0.032519,0.058828,0.034177,-0.012655,-0.019794,0.0072368,0.067434,0.082122,0.064443,-0.033376,-0.057627,0.060507,0.048129,-0.11179,-0.022191
0.011472,-0.090938,-0.062,-0.061259,-0.062881,0.064661,-0.033139,0.048051,0,-0.016438,-0.018974,-0.005774,0.078414,-0.072635,0.049234,-0.009425,0.014254,-0.065149,-0.076093,-0.083625,0.018949,-0.10303,-0.053528,-0.058358,-0.10065,0.063009
0.034929,0.033102,0.045497,0.032442,0.031744,-0.030043,0.0070795,-0.0091349,-0.016438,0,-0.036092,-0.056697,-0.017149,0.028153,-0.057274,-0.067895,0.037016,0.051091,0.052402,0.033458,-0.036084,0.099068,0.028818,0.032131,0.044761,-0.04337
-0.010226,-0.032768,-0.082445,-0.071031,-0.12983,0.084438,0.012743,0.0039155,-0.018974,-0.036092,0,-0.01073,0.055124,-0.067665,-0.010735,0.03022,0.063883,-0.094195,-0.10304,-0.089234,0.0014678,0.076876,-0.071342,-0.064982,0.011395,0.035139
-0.087938,-0.03646,0.0066562,0.014821,0.0062843,-0.0028589,0.024079,0.032519,-0.005774,-0.056697,-0.01073,0,0.058531,0.021395,0.024959,0.039927,0.014517,0.035143,0.037751,0.018899,0.082597,-0.13918,0.011672,-0.001013,0.0025055,0.044106
0.0082691,0.014496,-0.074855,-0.074095,-0.16489,0.058425,-0.011196,0.058828,0.078414,-0.017149,0.055124,0.058531,0,-0.072875,-0.09904,-0.065885,0.059059,-0.11501,-0.12445,-0.083743,-0.033999,0.032439,-0.076253,-0.068743,-0.036853,0.075091
0.1541,0.04778,0.93173,0.93145,0.60257,-0.92126,0.034886,0.034177,-0.072635,0.028153,-0.067665,0.021395,-0.072875,0,-0.043017,-0.0017,-0.0064428,0.68791,0.68485,0.93822,-0.037724,0.059131,0.95009,0.95137,0.027766,-0.011496
0.010082,0.018367,-0.067142,-0.046086,-0.066694,0.051578,0.027138,-0.012655,0.049234,-0.057274,-0.010735,0.024959,-0.09904,-0.043017,0,0.10322,0.059718,-0.0677,-0.08696,-0.062311,-0.01768,-0.046033,-0.051459,-0.044961,0.016704,0.046724
0.018346,0.014563,-0.020242,-0.023168,-0.023689,0.015035,-0.0068444,-0.019794,-0.009425,-0.067895,0.03022,0.039927,-0.065885,-0.0017,0.10322,0,-0.013776,-0.028788,-0.026621,-0.013353,-0.0057574,-0.00099307,-0.013172,-0.0044113,0.029627,0.096851
0.031654,0.042283,-0.0071365,0.0013395,-0.012668,0.0040239,0.015685,0.0072368,0.014254,0.037016,0.063883,0.014517,0.059059,-0.0064428,0.059718,-0.013776,0,0.0031677,-0.0010734,0.0042666,-0.031575,0.015421,0.0066913,-0.010241,-0.019372,-0.15099
0.093144,0.018415,0.78141,0.79126,0.87068,-0.63407,0.0069721,0.067434,-0.065149,0.051091,-0.094195,0.035143,-0.11501,0.68791,-0.0677,-0.028788,0.0031677,0,0.98741,0.79848,-0.0723,-0.037506,0.73143,0.73678,0.019713,-0.0084666
0.076215,0.021847,0.78016,0.78986,0.87193,-0.62806,0.01066,0.082122,-0.076093,0.052402,-0.10304,0.037751,-0.12445,0.68485,-0.08696,-0.026621,-0.0010734,0.98741,0,0.79817,-0.07053,-0.022599,0.72992,0.73599,0.02592,-0.010331
0.1257,0.030203,0.97085,0.97291,0.69623,-0.92844,0.019998,0.064443,-0.083625,0.033458,-0.089234,0.018899,-0.083743,0.93822,-0.062311,-0.013353,0.0042666,0.79848,0.79817,0,-0.022201,0.030383,0.97136,0.96999,0.013839,-0.044165
0.028861,0.012032,-0.01666,-0.01662,-0.084382,0.0019531,0.038542,-0.033376,0.018949,-0.036084,0.0014678,0.082597,-0.033999,-0.037724,-0.01768,-0.0057574,-0.031575,-0.0723,-0.07053,-0.022201,0,-0.048164,-0.017018,-0.013544,0.0026861,-0.0079239
-0.032671,0.040199,0.022207,0.025972,-0.017432,-0.035269,-0.060662,-0.057627,-0.10303,0.099068,0.076876,-0.13918,0.032439,0.059131,-0.046033,-0.00099307,0.015421,-0.037506,-0.022599,0.030383,-0.048164,0,0.031777,0.037859,0.092858,0.049009
0.11925,0.036602,0.96948,0.96812,0.63605,-0.95108,0.03617,0.060507,-0.053528,0.028818,-0.071342,0.011672,-0.076253,0.95009,-0.051459,-0.013172,0.0066913,0.73143,0.72992,0.97136,-0.017018,0.031777,0,0.97909,0.020404,-0.032773
0.12672,0.042589,0.97044,0.97395,0.64431,-0.95096,0.041154,0.048129,-0.058358,0.032131,-0.064982,-0.001013,-0.068743,0.95137,-0.044961,-0.0044113,-0.010241,0.73678,0.73599,0.96999,-0.013544,0.037859,0.97909,0,0.0079363,-0.018782
0.027177,0.0024244,0.033083,0.015568,0.051292,-0.030338,-0.034304,-0.11179,-0.10065,0.044761,0.011395,0.0025055,-0.036853,0.027766,0.016704,0.029627,-0.019372,0.019713,0.02592,0.013839,0.0026861,0.092858,0.020404,0.0079363,0,0.049618
0.026642,0.054027,-0.036618,-0.030631,0.012673,0.045198,0.02144,-0.022191,0.063009,-0.04337,0.035139,0.044106,0.075091,-0.011496,0.046724,0.096851,-0.15099,-0.0084666,-0.010331,-0.044165,-0.0079239,0.049009,-0.032773,-0.018782,0.049618,0
